mrna_id,Pfs15,Nl0539,F-0543,Pfs16,Us1322,Es1314,Pfs5,Us1509,Pfs8,Pfs2,Pfs13,Pfs7,Pfs4,Pfs9,Pfs6,Pfs12,Us1324,A0340,Pfs11,Pfs14,Us1135,Pfs10,Pfs3,Pfs1
00c790e3-77d9-4874-b3e4-611f04f3a3c3,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
017c3a83-c569-46b0-9b97-50708846c568,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
0253b757-5331-40e0-8c09-6ca0b21e8bd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
0336cdc5-3953-4e89-9f29-748670d0f8c9,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,0,0,0,0
041da428-b3f6-4ec6-b700-f70ea10c4f41,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,0
0451203f-74dc-41dd-96dc-bb3951b41899,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05521e93-1104-4910-a6c9-c4211fa409ed,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
055dd4d9-48fe-4333-9c86-a8de2d95ba95,1.0,0,0,1.0,0,1.0,0,1.0,1.0,0,0,0,0,1.0,0,0,1.0,1.0,0,1.0,0,1.0,0,0
06618eac-eb40-48c5-bf17-bd47cbcb8582,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08f62134-981c-41ca-8f93-f5ab033ed374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0
0aa14a83-58dc-4b6b-a0a8-e4248d3ec165,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,0,1.0,1.0,1.0,0,0,0
0c9f2791-611b-46b0-8c0b-c284defa38a4,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0
0d369966-613d-4dab-b927-a5b36c7ad156,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f37b394-09a5-481b-b613-6aa028af9fcb,1.0,0,1.0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
139c4b15-094d-4c51-a275-c1df3f0ace59,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14765952-c788-4ac4-aac0-aa264302ff6f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
14cee38f-f129-4ba9-adc1-3abc68cb3a1c,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14f243be-42e4-427d-bbe1-a717191f9a05,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0
15bb0c35-31a8-4ffb-be22-0d68008005e7,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
17697810-bedd-4f7f-9546-644254ba1603,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17706213-89ec-4f83-bc7e-b89444bc27bd,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0
18c22cbc-6178-41a7-8835-4de676a7a8f0,1.0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0
1a392a51-717b-4b81-9acb-8267a6c39c4c,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1.0,0,0,1.0,0,0,0,0
1b16b4d0-a475-4769-b28d-fe37af371b01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
1c01660c-d8e9-4d67-8e52-ac640d6dd088,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f3808dc-d4c4-4536-bf7d-5418679fbfb7,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0
1f3e832c-b7a4-47c0-96ce-a688608930e7,1.0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,0,0,0
22d06c23-00dd-4806-a7d0-fa28cc9cc156,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,0,1.0,0,1.0,0,0
2ba7d1ef-f491-48ab-812b-d9185584a884,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c8b8c3b-9aca-4b00-b6c4-cc4c61379b1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
2e0479f9-ffa7-4e40-8627-5e43a7f9d977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,1.0,1.0,0,0,0
2fe29d50-5ca3-45e7-bf29-99b7e90ce932,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
31248b47-69a4-4bca-9181-8e2348310dc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
344eda98-965b-4db1-a518-2dfe34554c04,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
3975cefa-4ddf-4b52-b38a-d3c0f64f6c70,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
3a14af0c-b78f-4103-8f4f-1949a5f449ce,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a913bfa-e6ea-4b3c-b88c-79b92f8e8f62,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
3c56df89-7913-4b2b-aa25-c1a8e45662ea,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c9ab252-5368-45be-bfa6-e2772c09a489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
435758bf-fd85-4d8f-a9f0-3f8e98cf6ce2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0
44baf9a3-467b-41e2-9b71-ea7481ab14d5,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
454d7396-bcf9-4745-aa06-e7bd09f6ea95,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
47433632-1160-4e13-94f8-1e2c8010bea3,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
4a7d0157-e759-4ec0-97dd-a177b2d518d7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0
4f1e3cf1-184b-4b81-b6c4-51b28e3095a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
576a1090-30fc-4bc2-aef1-70d928ffb8ca,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
578697f6-fef7-46a3-a0c8-ce46d29bc4fb,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a68e3a9-5d64-48ad-931a-7756eea944c5,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,1.0,1.0,0,0,0
5b4d8ec2-236d-485a-add2-e7437f1bbb63,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,1.0,0,0,0
5b95f51d-ccc2-4117-b86b-4e8db749c38e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
5c0a8d85-39c5-4884-bbf4-cf7e52b161ea,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,0,0
5cbeca0e-bf9d-4c77-82e0-1f46ffbbbc56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5d4c7bc1-5168-4a9b-8f29-81c0c682a3da,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,1.0,1.0,0,0,0
5ec4ecfa-5948-456a-acc5-8891e85cd477,1.0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0,0,0,0,0,0,0
5eeb1d8d-9de5-4a30-826b-e4431d32fe80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0
5f9fa7b3-4153-4dcd-a63c-deb828432d58,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
60731432-57c3-4507-995a-88f0ec46b35b,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616b710f-5659-4569-ad6a-26beeb342392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0
67193f55-f4a9-408a-8b85-6fe3013b6d43,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
6efbbc85-a852-4194-b764-914693d3af02,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700654d5-5850-444c-a494-3eaa4d49bcd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0
7014058b-814b-4d68-9745-eb56c6051d1f,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7388b617-416d-4c89-8ec3-3c8a51957ff5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73a4bfa8-676e-4563-bda9-eada05658756,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
73ba1555-527b-4ff6-ba5f-e4ad2f7bf1af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
74dbaa33-083e-4623-966c-174b5f2b2edd,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751e1d1a-3dd4-42b7-a782-14d99d28d830,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
75933da0-7d66-4554-bc53-288406113aec,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7da515ad-c22e-46c9-8836-548622ef73ff,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0
7f68dc56-14e5-4805-8b31-fc0a3c87d573,1.0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
81402cd3-0b91-4ccc-a200-d3cb99016675,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
828f0031-8bbe-4a12-8be5-2589b6b1f0e5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82b90b05-504a-44fc-8b44-633f9300d0a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
851f10fa-10b7-4ec2-93a3-26219934712f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
868bd2d0-5280-4b8f-b764-7351389c4478,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876ac1f1-5c79-4594-800d-6249fc86ac89,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
87e1395b-10c1-40c9-a33e-3529fc068a36,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
88e54b4a-71d4-47cf-bbce-cbce731aa919,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89a406b9-8ba4-499e-9df0-5245748559fa,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8bdba196-4e22-4771-ab6c-6ab8281234c0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c3175ea-aaf4-49c8-a3c6-a6bf0d3cf6e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0
8dd5d139-c476-4310-85b8-f89f664634d9,1.0,1.0,0,0,0,1.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
8eb30fa9-0b7f-4d03-8b50-d673057bd54c,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90566d12-b005-4128-81a9-d91bc85ab6ed,1.0,0,0,0,1.0,1.0,1.0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0
960fc815-fb7d-4e5f-b320-17996a2ab11f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
9943065c-982f-47b4-a8ab-52166fe0c73a,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d091d52-dfb1-4b78-b331-c4b66b7ddfeb,0,0,0,0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
9dd3199e-5c30-46bf-8749-41fb05f46565,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
a0262494-1f4d-40cd-8918-8c1774fbb0ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0
a1e716bb-9247-44f7-8dd1-0988aa7f5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
a28b98b2-c534-4521-aa8f-e64cb39b5189,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
a9b653d6-6d87-4b0b-bfc6-e8b4131e8b20,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
afc2083d-bd26-4279-8c87-63a726550b4a,1.0,0,1.0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0,0
b1e5de07-c4ea-44e7-837f-b4cac273d166,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,0
b6591a96-08e1-4133-abc4-7c9294a2e5d8,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,1.0,1.0,0,0,0,1.0,1.0,0,0
b769640d-8726-4d74-8c63-fe5b3fb54a03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0
b992b9e6-494f-424a-868e-92c40b5ba28d,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
b9b43d61-d825-4c14-aa89-dd017e110d19,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0
bd9e7a02-bd6a-4f8c-a9e8-685c84b677ae,0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
bee25ace-8d59-4357-ad89-f93174cd6543,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0
c376c9c5-5dd8-41ca-8dab-0b58c9e5301d,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0
c5485373-e621-4e99-94d5-c3e4b2f415e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
c915e29a-8194-4088-8e4a-cd6684c29e4e,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
cae51b0d-c99c-4691-b462-1b2f9b29428a,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
cc1a4374-0dfd-4660-a45b-a92916c0cf88,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc4aaa8d-f9e0-43bf-95e8-350b0b8769f8,1.0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,0,0,0,0
cf4c91fc-7f52-4373-af6a-4079a08f4e73,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
d0f88838-2fe8-4e39-9634-37936226b5c1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3f877b0-5114-46ac-bc6a-759a0383e71e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
d46a2701-020b-43c8-a7c8-8d8d95fdddad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
d5003576-34ac-45fc-af47-8fa12d80e207,1.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
d6074c11-8241-4fe1-a4d8-72eea3efd3bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
d8e8225c-29a9-44fe-8e7e-f763856dbd32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
d9cc289a-d2b8-40ef-93e7-767e7ff896e1,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db22e717-af83-478d-afbd-d82034850c07,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de50420e-f088-4873-b047-f7a3d21cf2e3,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0
e16cbfca-f05d-4360-9e4e-0bcb5f5e5ad2,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e49478f2-a0da-4507-8308-1745e16282cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0
e7066661-09c3-4300-95de-d18b1d50095c,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7913a8f-c071-44ee-bffb-1704b5d33a9e,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea150dca-765c-4507-97c7-b83eb9c9cae6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
ef895b36-a57a-47ec-9807-7f8f9b95652f,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0
efc38f78-7f28-4af3-a844-3754aa29eaa0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,0
f0eeb33b-e019-4053-8ccb-525e0055ec9e,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0
f1dd99ec-9e80-4094-9947-9e334497ffec,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
f4a53ed0-225e-40f7-8b4b-1a5ed2d4aaad,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
f79b9b7d-c307-4527-8542-248c96a9f75a,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
fe099226-4c8d-4912-9099-264d2c5138e5,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0
fe4dc33b-faac-42f0-830d-ee174067484e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
ff64687e-d7e4-42d6-bbf9-db3becf16f2b,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0
